Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
01/06/2021,01/04/2020,01/02/2021,AK,Anchorage Borough,2020,Medium metro,112,2143
01/06/2021,01/04/2020,01/02/2021,AK,Fairbanks North Star Borough,2090,Small metro,22,509
01/06/2021,01/04/2020,01/02/2021,AK,Kenai Peninsula Borough,2122,Noncore,10,358
01/06/2021,01/04/2020,01/02/2021,AK,Matanuska-Susitna Borough,2170,Medium metro,12,591
01/06/2021,01/04/2020,01/02/2021,AL,Autauga County,1001,Medium metro,41,488
01/06/2021,01/04/2020,01/02/2021,AL,Baldwin County,1003,Small metro,113,2208
01/06/2021,01/04/2020,01/02/2021,AL,Barbour County,1005,Noncore,17,273
01/06/2021,01/04/2020,01/02/2021,AL,Bibb County,1007,Large fringe metro,20,187
01/06/2021,01/04/2020,01/02/2021,AL,Blount County,1009,Large fringe metro,22,489
01/06/2021,01/04/2020,01/02/2021,AL,Butler County,1013,Noncore,27,236
01/06/2021,01/04/2020,01/02/2021,AL,Calhoun County,1015,Small metro,149,1578
01/06/2021,01/04/2020,01/02/2021,AL,Chambers County,1017,Micropolitan,11,362
01/06/2021,01/04/2020,01/02/2021,AL,Cherokee County,1019,Noncore,11,289
01/06/2021,01/04/2020,01/02/2021,AL,Chilton County,1021,Large fringe metro,20,397
01/06/2021,01/04/2020,01/02/2021,AL,Choctaw County,1023,Noncore,12,116
01/06/2021,01/04/2020,01/02/2021,AL,Clay County,1027,Noncore,31,192
01/06/2021,01/04/2020,01/02/2021,AL,Coffee County,1031,Micropolitan,26,531
01/06/2021,01/04/2020,01/02/2021,AL,Colbert County,1033,Small metro,81,672
01/06/2021,01/04/2020,01/02/2021,AL,Covington County,1039,Noncore,65,561
01/06/2021,01/04/2020,01/02/2021,AL,Crenshaw County,1041,Noncore,27,194
01/06/2021,01/04/2020,01/02/2021,AL,Cullman County,1043,Micropolitan,95,1113
01/06/2021,01/04/2020,01/02/2021,AL,Dale County,1045,Micropolitan,55,465
01/06/2021,01/04/2020,01/02/2021,AL,Dallas County,1047,Micropolitan,64,488
01/06/2021,01/04/2020,01/02/2021,AL,DeKalb County,1049,Noncore,52,735
01/06/2021,01/04/2020,01/02/2021,AL,Elmore County,1051,Medium metro,38,672
01/06/2021,01/04/2020,01/02/2021,AL,Escambia County,1053,Noncore,24,386
01/06/2021,01/04/2020,01/02/2021,AL,Etowah County,1055,Small metro,195,1668
01/06/2021,01/04/2020,01/02/2021,AL,Franklin County,1059,Noncore,16,318
01/06/2021,01/04/2020,01/02/2021,AL,Geneva County,1061,Small metro,21,325
01/06/2021,01/04/2020,01/02/2021,AL,Houston County,1069,Small metro,334,2050
01/06/2021,01/04/2020,01/02/2021,AL,Jackson County,1071,Micropolitan,32,649
01/06/2021,01/04/2020,01/02/2021,AL,Jefferson County,1073,Large central metro,970,10277
01/06/2021,01/04/2020,01/02/2021,AL,Lauderdale County,1077,Small metro,138,1525
01/06/2021,01/04/2020,01/02/2021,AL,Lee County,1081,Small metro,177,1292
01/06/2021,01/04/2020,01/02/2021,AL,Limestone County,1083,Medium metro,57,846
01/06/2021,01/04/2020,01/02/2021,AL,Madison County,1089,Medium metro,270,4322
01/06/2021,01/04/2020,01/02/2021,AL,Marengo County,1091,Noncore,18,246
01/06/2021,01/04/2020,01/02/2021,AL,Marion County,1093,Noncore,37,398
01/06/2021,01/04/2020,01/02/2021,AL,Marshall County,1095,Micropolitan,109,1253
01/06/2021,01/04/2020,01/02/2021,AL,Mobile County,1097,Medium metro,550,5519
01/06/2021,01/04/2020,01/02/2021,AL,Montgomery County,1101,Medium metro,460,3292
01/06/2021,01/04/2020,01/02/2021,AL,Morgan County,1103,Small metro,122,1437
01/06/2021,01/04/2020,01/02/2021,AL,Pike County,1109,Micropolitan,25,303
01/06/2021,01/04/2020,01/02/2021,AL,Randolph County,1111,Noncore,13,221
01/06/2021,01/04/2020,01/02/2021,AL,Russell County,1113,Medium metro,16,387
01/06/2021,01/04/2020,01/02/2021,AL,St. Clair County,1115,Large fringe metro,54,807
01/06/2021,01/04/2020,01/02/2021,AL,Shelby County,1117,Large fringe metro,112,1469
01/06/2021,01/04/2020,01/02/2021,AL,Talladega County,1121,Micropolitan,65,917
01/06/2021,01/04/2020,01/02/2021,AL,Tallapoosa County,1123,Noncore,80,559
01/06/2021,01/04/2020,01/02/2021,AL,Tuscaloosa County,1125,Small metro,322,2449
01/06/2021,01/04/2020,01/02/2021,AL,Walker County,1127,Large fringe metro,98,1016
01/06/2021,01/04/2020,01/02/2021,AL,Washington County,1129,Noncore,10,126
01/06/2021,01/04/2020,01/02/2021,AL,Winston County,1133,Noncore,14,286
01/06/2021,01/04/2020,01/02/2021,AR,Baxter County,5005,Micropolitan,82,954
01/06/2021,01/04/2020,01/02/2021,AR,Benton County,5007,Medium metro,260,2064
01/06/2021,01/04/2020,01/02/2021,AR,Boone County,5009,Micropolitan,54,465
01/06/2021,01/04/2020,01/02/2021,AR,Carroll County,5015,Noncore,13,226
01/06/2021,01/04/2020,01/02/2021,AR,Chicot County,5017,Noncore,14,106
01/06/2021,01/04/2020,01/02/2021,AR,Clark County,5019,Micropolitan,13,231
01/06/2021,01/04/2020,01/02/2021,AR,Clay County,5021,Noncore,21,187
01/06/2021,01/04/2020,01/02/2021,AR,Cleburne County,5023,Noncore,11,288
01/06/2021,01/04/2020,01/02/2021,AR,Columbia County,5027,Micropolitan,35,278
01/06/2021,01/04/2020,01/02/2021,AR,Craighead County,5031,Small metro,358,2327
01/06/2021,01/04/2020,01/02/2021,AR,Crawford County,5033,Medium metro,14,459
01/06/2021,01/04/2020,01/02/2021,AR,Crittenden County,5035,Large fringe metro,26,364
01/06/2021,01/04/2020,01/02/2021,AR,Cross County,5037,Noncore,10,177
01/06/2021,01/04/2020,01/02/2021,AR,Dallas County,5039,Noncore,11,92
01/06/2021,01/04/2020,01/02/2021,AR,Faulkner County,5045,Medium metro,98,1133
01/06/2021,01/04/2020,01/02/2021,AR,Franklin County,5047,Noncore,17,186
01/06/2021,01/04/2020,01/02/2021,AR,Fulton County,5049,Noncore,24,168
01/06/2021,01/04/2020,01/02/2021,AR,Garland County,5051,Small metro,203,1917
01/06/2021,01/04/2020,01/02/2021,AR,Greene County,5055,Micropolitan,26,393
01/06/2021,01/04/2020,01/02/2021,AR,Hempstead County,5057,Noncore,11,178
01/06/2021,01/04/2020,01/02/2021,AR,Hot Spring County,5059,Micropolitan,13,301
01/06/2021,01/04/2020,01/02/2021,AR,Howard County,5061,Noncore,12,146
01/06/2021,01/04/2020,01/02/2021,AR,Independence County,5063,Micropolitan,98,601
01/06/2021,01/04/2020,01/02/2021,AR,Jefferson County,5069,Small metro,118,969
01/06/2021,01/04/2020,01/02/2021,AR,Lawrence County,5075,Noncore,19,162
01/06/2021,01/04/2020,01/02/2021,AR,Little River County,5081,Small metro,26,156
01/06/2021,01/04/2020,01/02/2021,AR,Lonoke County,5085,Medium metro,30,470
01/06/2021,01/04/2020,01/02/2021,AR,Marion County,5089,Noncore,19,204
01/06/2021,01/04/2020,01/02/2021,AR,Mississippi County,5093,Micropolitan,27,392
01/06/2021,01/04/2020,01/02/2021,AR,Nevada County,5099,Noncore,10,71
01/06/2021,01/04/2020,01/02/2021,AR,Newton County,5101,Micropolitan,13,95
01/06/2021,01/04/2020,01/02/2021,AR,Ouachita County,5103,Micropolitan,21,293
01/06/2021,01/04/2020,01/02/2021,AR,Poinsett County,5111,Small metro,12,171
01/06/2021,01/04/2020,01/02/2021,AR,Polk County,5113,Noncore,42,231
01/06/2021,01/04/2020,01/02/2021,AR,Pope County,5115,Micropolitan,35,696
01/06/2021,01/04/2020,01/02/2021,AR,Pulaski County,5119,Medium metro,592,6759
01/06/2021,01/04/2020,01/02/2021,AR,Randolph County,5121,Noncore,18,160
01/06/2021,01/04/2020,01/02/2021,AR,Saline County,5125,Medium metro,73,994
01/06/2021,01/04/2020,01/02/2021,AR,Sebastian County,5131,Medium metro,240,2391
01/06/2021,01/04/2020,01/02/2021,AR,Sharp County,5135,Noncore,11,199
01/06/2021,01/04/2020,01/02/2021,AR,Stone County,5137,Noncore,15,162
01/06/2021,01/04/2020,01/02/2021,AR,Union County,5139,Micropolitan,63,576
01/06/2021,01/04/2020,01/02/2021,AR,Washington County,5143,Medium metro,287,2496
01/06/2021,01/04/2020,01/02/2021,AR,White County,5145,Micropolitan,87,1011
01/06/2021,01/04/2020,01/02/2021,AR,Yell County,5149,Micropolitan,16,181
01/06/2021,01/04/2020,01/02/2021,AZ,Apache County,4001,Noncore,58,547
01/06/2021,01/04/2020,01/02/2021,AZ,Cochise County,4003,Small metro,59,1122
01/06/2021,01/04/2020,01/02/2021,AZ,Coconino County,4005,Small metro,168,1275
01/06/2021,01/04/2020,01/02/2021,AZ,Gila County,4007,Micropolitan,60,739
01/06/2021,01/04/2020,01/02/2021,AZ,Graham County,4009,Micropolitan,33,312
01/06/2021,01/04/2020,01/02/2021,AZ,Maricopa County,4013,Large central metro,4770,43009
01/06/2021,01/04/2020,01/02/2021,AZ,Mohave County,4015,Small metro,262,3538
01/06/2021,01/04/2020,01/02/2021,AZ,Navajo County,4017,Micropolitan,97,1092
01/06/2021,01/04/2020,01/02/2021,AZ,Pima County,4019,Medium metro,1128,12608
01/06/2021,01/04/2020,01/02/2021,AZ,Pinal County,4021,Large fringe metro,146,2721
01/06/2021,01/04/2020,01/02/2021,AZ,Santa Cruz County,4023,Micropolitan,11,233
01/06/2021,01/04/2020,01/02/2021,AZ,Yavapai County,4025,Small metro,159,3286
01/06/2021,01/04/2020,01/02/2021,AZ,Yuma County,4027,Small metro,423,2240
01/06/2021,01/04/2020,01/02/2021,CA,Alameda County,6001,Large central metro,573,10908
01/06/2021,01/04/2020,01/02/2021,CA,Amador County,6005,Noncore,31,415
01/06/2021,01/04/2020,01/02/2021,CA,Butte County,6007,Small metro,101,2313
01/06/2021,01/04/2020,01/02/2021,CA,Calaveras County,6009,Noncore,12,385
01/06/2021,01/04/2020,01/02/2021,CA,Colusa County,6011,Noncore,12,116
01/06/2021,01/04/2020,01/02/2021,CA,Contra Costa County,6013,Large fringe metro,293,8181
01/06/2021,01/04/2020,01/02/2021,CA,Fresno County,6019,Medium metro,679,8453
01/06/2021,01/04/2020,01/02/2021,CA,Humboldt County,6023,Micropolitan,11,1243
01/06/2021,01/04/2020,01/02/2021,CA,Imperial County,6025,Small metro,260,1266
01/06/2021,01/04/2020,01/02/2021,CA,Inyo County,6027,Noncore,18,191
01/06/2021,01/04/2020,01/02/2021,CA,Kern County,6029,Medium metro,547,6816
01/06/2021,01/04/2020,01/02/2021,CA,Kings County,6031,Small metro,156,1001
01/06/2021,01/04/2020,01/02/2021,CA,Lake County,6033,Micropolitan,21,637
01/06/2021,01/04/2020,01/02/2021,CA,Los Angeles County,6037,Large central metro,8034,75463
01/06/2021,01/04/2020,01/02/2021,CA,Madera County,6039,Small metro,104,1014
01/06/2021,01/04/2020,01/02/2021,CA,Marin County,6041,Large fringe metro,116,2060
01/06/2021,01/04/2020,01/02/2021,CA,Mendocino County,6045,Micropolitan,23,884
01/06/2021,01/04/2020,01/02/2021,CA,Merced County,6047,Medium metro,128,1608
01/06/2021,01/04/2020,01/02/2021,CA,Monterey County,6053,Medium metro,173,2815
01/06/2021,01/04/2020,01/02/2021,CA,Napa County,6055,Small metro,33,1254
01/06/2021,01/04/2020,01/02/2021,CA,Nevada County,6057,Micropolitan,48,1017
01/06/2021,01/04/2020,01/02/2021,CA,Orange County,6059,Large central metro,1898,22887
01/06/2021,01/04/2020,01/02/2021,CA,Placer County,6061,Large fringe metro,184,4064
01/06/2021,01/04/2020,01/02/2021,CA,Riverside County,6065,Large central metro,1859,19405
01/06/2021,01/04/2020,01/02/2021,CA,Sacramento County,6067,Large central metro,763,13152
01/06/2021,01/04/2020,01/02/2021,CA,San Benito County,6069,Large fringe metro,17,305
01/06/2021,01/04/2020,01/02/2021,CA,San Bernardino County,6071,Large fringe metro,1804,17369
01/06/2021,01/04/2020,01/02/2021,CA,San Diego County,6073,Large central metro,1505,24354
01/06/2021,01/04/2020,01/02/2021,CA,San Francisco County,6075,Large central metro,188,6394
01/06/2021,01/04/2020,01/02/2021,CA,San Joaquin County,6077,Medium metro,597,6214
01/06/2021,01/04/2020,01/02/2021,CA,San Luis Obispo County,6079,Medium metro,62,2332
01/06/2021,01/04/2020,01/02/2021,CA,San Mateo County,6081,Large fringe metro,223,4779
01/06/2021,01/04/2020,01/02/2021,CA,Santa Barbara County,6083,Medium metro,166,3470
01/06/2021,01/04/2020,01/02/2021,CA,Santa Clara County,6085,Large central metro,556,11551
01/06/2021,01/04/2020,01/02/2021,CA,Santa Cruz County,6087,Medium metro,80,1743
01/06/2021,01/04/2020,01/02/2021,CA,Shasta County,6089,Small metro,82,2525
01/06/2021,01/04/2020,01/02/2021,CA,Solano County,6095,Medium metro,153,3539
01/06/2021,01/04/2020,01/02/2021,CA,Sonoma County,6097,Medium metro,186,4344
01/06/2021,01/04/2020,01/02/2021,CA,Stanislaus County,6099,Medium metro,678,5852
01/06/2021,01/04/2020,01/02/2021,CA,Sutter County,6101,Small metro,23,590
01/06/2021,01/04/2020,01/02/2021,CA,Tehama County,6103,Micropolitan,29,572
01/06/2021,01/04/2020,01/02/2021,CA,Tulare County,6107,Medium metro,385,3434
01/06/2021,01/04/2020,01/02/2021,CA,Tuolumne County,6109,Micropolitan,25,684
01/06/2021,01/04/2020,01/02/2021,CA,Ventura County,6111,Medium metro,243,6076
01/06/2021,01/04/2020,01/02/2021,CA,Yolo County,6113,Large fringe metro,88,1251
01/06/2021,01/04/2020,01/02/2021,CA,Yuba County,6115,Small metro,34,785
01/06/2021,01/04/2020,01/02/2021,CO,Adams County,8001,Large fringe metro,513,4068
01/06/2021,01/04/2020,01/02/2021,CO,Alamosa County,8003,Noncore,23,173
01/06/2021,01/04/2020,01/02/2021,CO,Arapahoe County,8005,Large fringe metro,570,4856
01/06/2021,01/04/2020,01/02/2021,CO,Boulder County,8013,Medium metro,199,2512
01/06/2021,01/04/2020,01/02/2021,CO,Broomfield County,8014,Large fringe metro,33,340
01/06/2021,01/04/2020,01/02/2021,CO,Chaffee County,8015,Noncore,18,183
01/06/2021,01/04/2020,01/02/2021,CO,Delta County,8029,Noncore,13,335
01/06/2021,01/04/2020,01/02/2021,CO,Denver County,8031,Large central metro,515,5599
01/06/2021,01/04/2020,01/02/2021,CO,Douglas County,8035,Large fringe metro,173,1815
01/06/2021,01/04/2020,01/02/2021,CO,El Paso County,8041,Medium metro,444,5788
01/06/2021,01/04/2020,01/02/2021,CO,Garfield County,8045,Micropolitan,16,359
01/06/2021,01/04/2020,01/02/2021,CO,Jefferson County,8059,Large fringe metro,525,5343
01/06/2021,01/04/2020,01/02/2021,CO,La Plata County,8067,Micropolitan,19,431
01/06/2021,01/04/2020,01/02/2021,CO,Larimer County,8069,Medium metro,150,2834
01/06/2021,01/04/2020,01/02/2021,CO,Logan County,8075,Micropolitan,41,236
01/06/2021,01/04/2020,01/02/2021,CO,Mesa County,8077,Small metro,125,1963
01/06/2021,01/04/2020,01/02/2021,CO,Moffat County,8081,Micropolitan,17,139
01/06/2021,01/04/2020,01/02/2021,CO,Montrose County,8085,Micropolitan,26,445
01/06/2021,01/04/2020,01/02/2021,CO,Morgan County,8087,Micropolitan,48,273
01/06/2021,01/04/2020,01/02/2021,CO,Otero County,8089,Noncore,10,203
01/06/2021,01/04/2020,01/02/2021,CO,Prowers County,8099,Noncore,11,119
01/06/2021,01/04/2020,01/02/2021,CO,Pueblo County,8101,Small metro,225,2331
01/06/2021,01/04/2020,01/02/2021,CO,Routt County,8107,Micropolitan,14,122
01/06/2021,01/04/2020,01/02/2021,CO,Weld County,8123,Medium metro,202,1815
01/06/2021,01/04/2020,01/02/2021,CT,Fairfield County,9001,Medium metro,1540,7681
01/06/2021,01/04/2020,01/02/2021,CT,Hartford County,9003,Large central metro,1655,9470
01/06/2021,01/04/2020,01/02/2021,CT,Litchfield County,9005,Micropolitan,150,1503
01/06/2021,01/04/2020,01/02/2021,CT,Middlesex County,9007,Large fringe metro,197,1445
01/06/2021,01/04/2020,01/02/2021,CT,New Haven County,9009,Medium metro,1304,9126
01/06/2021,01/04/2020,01/02/2021,CT,New London County,9011,Medium metro,186,2271
01/06/2021,01/04/2020,01/02/2021,CT,Tolland County,9013,Large fringe metro,56,717
01/06/2021,01/04/2020,01/02/2021,CT,Windham County,9015,Medium metro,23,899
01/06/2021,01/04/2020,01/02/2021,DC,District of Columbia,11001,Large central metro,887,6985
01/06/2021,01/04/2020,01/02/2021,DE,Kent County,10001,Small metro,133,1859
01/06/2021,01/04/2020,01/02/2021,DE,New Castle County,10003,Large fringe metro,368,5422
01/06/2021,01/04/2020,01/02/2021,DE,Sussex County,10005,Medium metro,255,2757
01/06/2021,01/04/2020,01/02/2021,FL,Alachua County,12001,Medium metro,328,3883
01/06/2021,01/04/2020,01/02/2021,FL,Bay County,12005,Small metro,183,2102
01/06/2021,01/04/2020,01/02/2021,FL,Brevard County,12009,Medium metro,474,8015
01/06/2021,01/04/2020,01/02/2021,FL,Broward County,12011,Large fringe metro,1900,17449
01/06/2021,01/04/2020,01/02/2021,FL,Charlotte County,12015,Small metro,206,3170
01/06/2021,01/04/2020,01/02/2021,FL,Citrus County,12017,Small metro,167,2899
01/06/2021,01/04/2020,01/02/2021,FL,Clay County,12019,Large fringe metro,170,2395
01/06/2021,01/04/2020,01/02/2021,FL,Collier County,12021,Medium metro,340,3995
01/06/2021,01/04/2020,01/02/2021,FL,Columbia County,12023,Micropolitan,98,1072
01/06/2021,01/04/2020,01/02/2021,FL,DeSoto County,12027,Micropolitan,15,345
01/06/2021,01/04/2020,01/02/2021,FL,Duval County,12031,Large central metro,834,11113
01/06/2021,01/04/2020,01/02/2021,FL,Escambia County,12033,Medium metro,436,5177
01/06/2021,01/04/2020,01/02/2021,FL,Flagler County,12035,Medium metro,57,1500
01/06/2021,01/04/2020,01/02/2021,FL,Hendry County,12051,Micropolitan,16,199
01/06/2021,01/04/2020,01/02/2021,FL,Hernando County,12053,Large fringe metro,212,3120
01/06/2021,01/04/2020,01/02/2021,FL,Highlands County,12055,Small metro,190,1938
01/06/2021,01/04/2020,01/02/2021,FL,Hillsborough County,12057,Large central metro,1044,13276
01/06/2021,01/04/2020,01/02/2021,FL,Indian River County,12061,Small metro,110,2297
01/06/2021,01/04/2020,01/02/2021,FL,Jackson County,12063,Noncore,69,612
01/06/2021,01/04/2020,01/02/2021,FL,Lake County,12069,Large fringe metro,279,4560
01/06/2021,01/04/2020,01/02/2021,FL,Lee County,12071,Medium metro,598,8286
01/06/2021,01/04/2020,01/02/2021,FL,Leon County,12073,Medium metro,328,3337
01/06/2021,01/04/2020,01/02/2021,FL,Manatee County,12081,Medium metro,400,4840
01/06/2021,01/04/2020,01/02/2021,FL,Marion County,12083,Medium metro,379,5680
01/06/2021,01/04/2020,01/02/2021,FL,Martin County,12085,Medium metro,268,2215
01/06/2021,01/04/2020,01/02/2021,FL,Miami-Dade County,12086,Large central metro,3738,25104
01/06/2021,01/04/2020,01/02/2021,FL,Monroe County,12087,Micropolitan,17,561
01/06/2021,01/04/2020,01/02/2021,FL,Nassau County,12089,Large fringe metro,21,710
01/06/2021,01/04/2020,01/02/2021,FL,Okaloosa County,12091,Small metro,195,2200
01/06/2021,01/04/2020,01/02/2021,FL,Okeechobee County,12093,Micropolitan,44,464
01/06/2021,01/04/2020,01/02/2021,FL,Orange County,12095,Large central metro,860,11025
01/06/2021,01/04/2020,01/02/2021,FL,Osceola County,12097,Large fringe metro,267,2793
01/06/2021,01/04/2020,01/02/2021,FL,Palm Beach County,12099,Large fringe metro,1823,17407
01/06/2021,01/04/2020,01/02/2021,FL,Pasco County,12101,Large fringe metro,291,6654
01/06/2021,01/04/2020,01/02/2021,FL,Pinellas County,12103,Large central metro,947,13736
01/06/2021,01/04/2020,01/02/2021,FL,Polk County,12105,Medium metro,648,7793
01/06/2021,01/04/2020,01/02/2021,FL,Putnam County,12107,Micropolitan,40,866
01/06/2021,01/04/2020,01/02/2021,FL,St. Johns County,12109,Large fringe metro,46,1794
01/06/2021,01/04/2020,01/02/2021,FL,St. Lucie County,12111,Medium metro,241,3633
01/06/2021,01/04/2020,01/02/2021,FL,Santa Rosa County,12113,Medium metro,55,1242
01/06/2021,01/04/2020,01/02/2021,FL,Sarasota County,12115,Medium metro,466,6512
01/06/2021,01/04/2020,01/02/2021,FL,Seminole County,12117,Large fringe metro,211,3687
01/06/2021,01/04/2020,01/02/2021,FL,Sumter County,12119,Small metro,112,2461
01/06/2021,01/04/2020,01/02/2021,FL,Suwannee County,12121,Noncore,23,377
01/06/2021,01/04/2020,01/02/2021,FL,Union County,12125,Noncore,24,143
01/06/2021,01/04/2020,01/02/2021,FL,Volusia County,12127,Medium metro,419,8086
01/06/2021,01/04/2020,01/02/2021,FL,Walton County,12131,Small metro,47,697
01/06/2021,01/04/2020,01/02/2021,FL,Washington County,12133,Noncore,23,278
01/06/2021,01/04/2020,01/02/2021,GA,Appling County,13001,Noncore,18,145
01/06/2021,01/04/2020,01/02/2021,GA,Bacon County,13005,Noncore,23,145
01/06/2021,01/04/2020,01/02/2021,GA,Baldwin County,13009,Micropolitan,61,488
01/06/2021,01/04/2020,01/02/2021,GA,Barrow County,13013,Large fringe metro,21,435
01/06/2021,01/04/2020,01/02/2021,GA,Bartow County,13015,Large fringe metro,76,1041
01/06/2021,01/04/2020,01/02/2021,GA,Ben Hill County,13017,Micropolitan,33,210
01/06/2021,01/04/2020,01/02/2021,GA,Berrien County,13019,Noncore,11,155
01/06/2021,01/04/2020,01/02/2021,GA,Bibb County,13021,Small metro,348,3054
01/06/2021,01/04/2020,01/02/2021,GA,Bleckley County,13023,Noncore,15,111
01/06/2021,01/04/2020,01/02/2021,GA,Bulloch County,13031,Micropolitan,68,740
01/06/2021,01/04/2020,01/02/2021,GA,Butts County,13035,Large fringe metro,20,235
01/06/2021,01/04/2020,01/02/2021,GA,Camden County,13039,Micropolitan,12,282
01/06/2021,01/04/2020,01/02/2021,GA,Candler County,13043,Noncore,21,139
01/06/2021,01/04/2020,01/02/2021,GA,Carroll County,13045,Large fringe metro,146,1346
01/06/2021,01/04/2020,01/02/2021,GA,Catoosa County,13047,Medium metro,22,557
01/06/2021,01/04/2020,01/02/2021,GA,Chatham County,13051,Medium metro,335,3848
01/06/2021,01/04/2020,01/02/2021,GA,Cherokee County,13057,Large fringe metro,69,1448
01/06/2021,01/04/2020,01/02/2021,GA,Clarke County,13059,Small metro,184,1723
01/06/2021,01/04/2020,01/02/2021,GA,Clayton County,13063,Large fringe metro,78,1367
01/06/2021,01/04/2020,01/02/2021,GA,Cobb County,13067,Large fringe metro,527,5871
01/06/2021,01/04/2020,01/02/2021,GA,Coffee County,13069,Micropolitan,70,463
01/06/2021,01/04/2020,01/02/2021,GA,Colquitt County,13071,Micropolitan,53,569
01/06/2021,01/04/2020,01/02/2021,GA,Columbia County,13073,Medium metro,17,660
01/06/2021,01/04/2020,01/02/2021,GA,Coweta County,13077,Large fringe metro,71,1092
01/06/2021,01/04/2020,01/02/2021,GA,Crisp County,13081,Micropolitan,43,347
01/06/2021,01/04/2020,01/02/2021,GA,Decatur County,13087,Micropolitan,23,305
01/06/2021,01/04/2020,01/02/2021,GA,DeKalb County,13089,Large fringe metro,370,5249
01/06/2021,01/04/2020,01/02/2021,GA,Dodge County,13091,Noncore,52,228
01/06/2021,01/04/2020,01/02/2021,GA,Dougherty County,13095,Small metro,241,1492
01/06/2021,01/04/2020,01/02/2021,GA,Douglas County,13097,Large fringe metro,52,807
01/06/2021,01/04/2020,01/02/2021,GA,Early County,13099,Noncore,14,135
01/06/2021,01/04/2020,01/02/2021,GA,Effingham County,13103,Medium metro,10,291
01/06/2021,01/04/2020,01/02/2021,GA,Emanuel County,13107,Noncore,46,254
01/06/2021,01/04/2020,01/02/2021,GA,Fannin County,13111,Noncore,16,325
01/06/2021,01/04/2020,01/02/2021,GA,Fayette County,13113,Large fringe metro,128,1126
01/06/2021,01/04/2020,01/02/2021,GA,Floyd County,13115,Small metro,216,1822
01/06/2021,01/04/2020,01/02/2021,GA,Forsyth County,13117,Large fringe metro,101,1655
01/06/2021,01/04/2020,01/02/2021,GA,Franklin County,13119,Noncore,18,255
01/06/2021,01/04/2020,01/02/2021,GA,Fulton County,13121,Large central metro,849,9515
01/06/2021,01/04/2020,01/02/2021,GA,Gilmer County,13123,Noncore,16,260
01/06/2021,01/04/2020,01/02/2021,GA,Glynn County,13127,Small metro,139,1213
01/06/2021,01/04/2020,01/02/2021,GA,Gordon County,13129,Micropolitan,52,566
01/06/2021,01/04/2020,01/02/2021,GA,Grady County,13131,Noncore,17,193
01/06/2021,01/04/2020,01/02/2021,GA,Gwinnett County,13135,Large fringe metro,424,4453
01/06/2021,01/04/2020,01/02/2021,GA,Habersham County,13137,Micropolitan,38,397
01/06/2021,01/04/2020,01/02/2021,GA,Hall County,13139,Small metro,342,2883
01/06/2021,01/04/2020,01/02/2021,GA,Hancock County,13141,Micropolitan,10,78
01/06/2021,01/04/2020,01/02/2021,GA,Henry County,13151,Large fringe metro,134,1988
01/06/2021,01/04/2020,01/02/2021,GA,Houston County,13153,Small metro,105,1390
01/06/2021,01/04/2020,01/02/2021,GA,Jackson County,13157,Micropolitan,13,414
01/06/2021,01/04/2020,01/02/2021,GA,Jeff Davis County,13161,Noncore,20,174
01/06/2021,01/04/2020,01/02/2021,GA,Jefferson County,13163,Noncore,17,184
01/06/2021,01/04/2020,01/02/2021,GA,Jenkins County,13165,Noncore,14,91
01/06/2021,01/04/2020,01/02/2021,GA,Johnson County,13167,Micropolitan,12,90
01/06/2021,01/04/2020,01/02/2021,GA,Lamar County,13171,Large fringe metro,15,140
01/06/2021,01/04/2020,01/02/2021,GA,Laurens County,13175,Micropolitan,126,867
01/06/2021,01/04/2020,01/02/2021,GA,Liberty County,13179,Small metro,10,261
01/06/2021,01/04/2020,01/02/2021,GA,Lowndes County,13185,Small metro,181,1278
01/06/2021,01/04/2020,01/02/2021,GA,Mitchell County,13205,Noncore,15,200
01/06/2021,01/04/2020,01/02/2021,GA,Monroe County,13207,Small metro,25,270
01/06/2021,01/04/2020,01/02/2021,GA,Murray County,13213,Small metro,11,280
01/06/2021,01/04/2020,01/02/2021,GA,Muscogee County,13215,Medium metro,329,2993
01/06/2021,01/04/2020,01/02/2021,GA,Newton County,13217,Large fringe metro,65,789
01/06/2021,01/04/2020,01/02/2021,GA,Oconee County,13219,Small metro,21,368
01/06/2021,01/04/2020,01/02/2021,GA,Paulding County,13223,Large fringe metro,66,829
01/06/2021,01/04/2020,01/02/2021,GA,Pickens County,13227,Large fringe metro,23,384
01/06/2021,01/04/2020,01/02/2021,GA,Pulaski County,13235,Small metro,30,128
01/06/2021,01/04/2020,01/02/2021,GA,Putnam County,13237,Noncore,13,194
01/06/2021,01/04/2020,01/02/2021,GA,Richmond County,13245,Medium metro,486,4038
01/06/2021,01/04/2020,01/02/2021,GA,Rockdale County,13247,Large fringe metro,70,843
01/06/2021,01/04/2020,01/02/2021,GA,Spalding County,13255,Large fringe metro,115,1221
01/06/2021,01/04/2020,01/02/2021,GA,Stephens County,13257,Micropolitan,26,321
01/06/2021,01/04/2020,01/02/2021,GA,Sumter County,13261,Micropolitan,51,376
01/06/2021,01/04/2020,01/02/2021,GA,Tattnall County,13267,Noncore,19,187
01/06/2021,01/04/2020,01/02/2021,GA,Thomas County,13275,Micropolitan,120,754
01/06/2021,01/04/2020,01/02/2021,GA,Tift County,13277,Micropolitan,137,680
