Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
01/06/2021,01/04/2020,01/02/2021,GA,Toombs County,13279,Micropolitan,72,522
01/06/2021,01/04/2020,01/02/2021,GA,Towns County,13281,Noncore,14,156
01/06/2021,01/04/2020,01/02/2021,GA,Troup County,13285,Micropolitan,114,875
01/06/2021,01/04/2020,01/02/2021,GA,Union County,13291,Noncore,27,347
01/06/2021,01/04/2020,01/02/2021,GA,Upson County,13293,Micropolitan,93,569
01/06/2021,01/04/2020,01/02/2021,GA,Walker County,13295,Medium metro,20,568
01/06/2021,01/04/2020,01/02/2021,GA,Walton County,13297,Large fringe metro,66,877
01/06/2021,01/04/2020,01/02/2021,GA,Ware County,13299,Micropolitan,96,658
01/06/2021,01/04/2020,01/02/2021,GA,Washington County,13303,Noncore,35,211
01/06/2021,01/04/2020,01/02/2021,GA,Wayne County,13305,Micropolitan,37,336
01/06/2021,01/04/2020,01/02/2021,GA,Whitfield County,13313,Small metro,113,975
01/06/2021,01/04/2020,01/02/2021,GA,Worth County,13321,Small metro,10,148
01/06/2021,01/04/2020,01/02/2021,HI,Hawaii County,15001,Micropolitan,47,1753
01/06/2021,01/04/2020,01/02/2021,HI,Honolulu County,15003,Medium metro,266,8251
01/06/2021,01/04/2020,01/02/2021,HI,Maui County,15009,Small metro,22,1192
01/06/2021,01/04/2020,01/02/2021,IA,Adair County,19001,Noncore,12,92
01/06/2021,01/04/2020,01/02/2021,IA,Allamakee County,19005,Noncore,16,188
01/06/2021,01/04/2020,01/02/2021,IA,Appanoose County,19007,Noncore,30,154
01/06/2021,01/04/2020,01/02/2021,IA,Benton County,19011,Medium metro,25,182
01/06/2021,01/04/2020,01/02/2021,IA,Black Hawk County,19013,Small metro,264,1623
01/06/2021,01/04/2020,01/02/2021,IA,Bremer County,19017,Small metro,46,256
01/06/2021,01/04/2020,01/02/2021,IA,Buena Vista County,19021,Micropolitan,19,161
01/06/2021,01/04/2020,01/02/2021,IA,Butler County,19023,Noncore,12,127
01/06/2021,01/04/2020,01/02/2021,IA,Carroll County,19027,Noncore,26,237
01/06/2021,01/04/2020,01/02/2021,IA,Cass County,19029,Noncore,37,192
01/06/2021,01/04/2020,01/02/2021,IA,Cerro Gordo County,19033,Micropolitan,109,796
01/06/2021,01/04/2020,01/02/2021,IA,Cherokee County,19035,Noncore,18,163
01/06/2021,01/04/2020,01/02/2021,IA,Clay County,19041,Micropolitan,11,169
01/06/2021,01/04/2020,01/02/2021,IA,Clayton County,19043,Noncore,39,188
01/06/2021,01/04/2020,01/02/2021,IA,Clinton County,19045,Micropolitan,67,494
01/06/2021,01/04/2020,01/02/2021,IA,Crawford County,19047,Noncore,18,166
01/06/2021,01/04/2020,01/02/2021,IA,Dallas County,19049,Medium metro,57,456
01/06/2021,01/04/2020,01/02/2021,IA,Davis County,19051,Micropolitan,15,68
01/06/2021,01/04/2020,01/02/2021,IA,Delaware County,19055,Noncore,24,164
01/06/2021,01/04/2020,01/02/2021,IA,Des Moines County,19057,Micropolitan,42,530
01/06/2021,01/04/2020,01/02/2021,IA,Dickinson County,19059,Micropolitan,14,188
01/06/2021,01/04/2020,01/02/2021,IA,Dubuque County,19061,Small metro,166,1067
01/06/2021,01/04/2020,01/02/2021,IA,Emmet County,19063,Noncore,28,130
01/06/2021,01/04/2020,01/02/2021,IA,Floyd County,19067,Noncore,25,173
01/06/2021,01/04/2020,01/02/2021,IA,Franklin County,19069,Noncore,11,109
01/06/2021,01/04/2020,01/02/2021,IA,Grundy County,19075,Small metro,15,145
01/06/2021,01/04/2020,01/02/2021,IA,Guthrie County,19077,Medium metro,15,99
01/06/2021,01/04/2020,01/02/2021,IA,Hamilton County,19079,Noncore,18,146
01/06/2021,01/04/2020,01/02/2021,IA,Hancock County,19081,Noncore,24,106
01/06/2021,01/04/2020,01/02/2021,IA,Hardin County,19083,Noncore,19,181
01/06/2021,01/04/2020,01/02/2021,IA,Harrison County,19085,Medium metro,47,213
01/06/2021,01/04/2020,01/02/2021,IA,Henry County,19087,Noncore,23,216
01/06/2021,01/04/2020,01/02/2021,IA,Howard County,19089,Noncore,19,114
01/06/2021,01/04/2020,01/02/2021,IA,Humboldt County,19091,Noncore,16,85
01/06/2021,01/04/2020,01/02/2021,IA,Ida County,19093,Noncore,28,114
01/06/2021,01/04/2020,01/02/2021,IA,Iowa County,19095,Noncore,11,171
01/06/2021,01/04/2020,01/02/2021,IA,Jackson County,19097,Noncore,18,196
01/06/2021,01/04/2020,01/02/2021,IA,Jasper County,19099,Micropolitan,30,302
01/06/2021,01/04/2020,01/02/2021,IA,Jefferson County,19101,Micropolitan,12,170
01/06/2021,01/04/2020,01/02/2021,IA,Johnson County,19103,Small metro,196,1947
01/06/2021,01/04/2020,01/02/2021,IA,Jones County,19105,Medium metro,26,176
01/06/2021,01/04/2020,01/02/2021,IA,Keokuk County,19107,Noncore,16,104
01/06/2021,01/04/2020,01/02/2021,IA,Kossuth County,19109,Noncore,25,151
01/06/2021,01/04/2020,01/02/2021,IA,Lee County,19111,Micropolitan,14,375
01/06/2021,01/04/2020,01/02/2021,IA,Linn County,19113,Medium metro,307,2285
01/06/2021,01/04/2020,01/02/2021,IA,Louisa County,19115,Noncore,11,64
01/06/2021,01/04/2020,01/02/2021,IA,Lyon County,19119,Noncore,15,73
01/06/2021,01/04/2020,01/02/2021,IA,Mahaska County,19123,Micropolitan,37,248
01/06/2021,01/04/2020,01/02/2021,IA,Marion County,19125,Noncore,39,305
01/06/2021,01/04/2020,01/02/2021,IA,Marshall County,19127,Micropolitan,35,469
01/06/2021,01/04/2020,01/02/2021,IA,Mitchell County,19131,Noncore,30,139
01/06/2021,01/04/2020,01/02/2021,IA,Monona County,19133,Noncore,13,161
01/06/2021,01/04/2020,01/02/2021,IA,Monroe County,19135,Noncore,12,97
01/06/2021,01/04/2020,01/02/2021,IA,Montgomery County,19137,Noncore,13,155
01/06/2021,01/04/2020,01/02/2021,IA,Muscatine County,19139,Micropolitan,51,368
01/06/2021,01/04/2020,01/02/2021,IA,O'Brien County,19141,Noncore,42,205
01/06/2021,01/04/2020,01/02/2021,IA,Plymouth County,19149,Small metro,34,233
01/06/2021,01/04/2020,01/02/2021,IA,Polk County,19153,Medium metro,626,5428
01/06/2021,01/04/2020,01/02/2021,IA,Pottawattamie County,19155,Medium metro,109,1052
01/06/2021,01/04/2020,01/02/2021,IA,Poweshiek County,19157,Noncore,20,203
01/06/2021,01/04/2020,01/02/2021,IA,Scott County,19163,Medium metro,184,2010
01/06/2021,01/04/2020,01/02/2021,IA,Shelby County,19165,Noncore,24,161
01/06/2021,01/04/2020,01/02/2021,IA,Sioux County,19167,Noncore,29,232
01/06/2021,01/04/2020,01/02/2021,IA,Story County,19169,Small metro,63,640
01/06/2021,01/04/2020,01/02/2021,IA,Tama County,19171,Noncore,37,146
01/06/2021,01/04/2020,01/02/2021,IA,Union County,19175,Noncore,12,159
01/06/2021,01/04/2020,01/02/2021,IA,Van Buren County,19177,Noncore,10,72
01/06/2021,01/04/2020,01/02/2021,IA,Wapello County,19179,Micropolitan,65,397
01/06/2021,01/04/2020,01/02/2021,IA,Warren County,19181,Medium metro,17,327
01/06/2021,01/04/2020,01/02/2021,IA,Washington County,19183,Small metro,23,233
01/06/2021,01/04/2020,01/02/2021,IA,Wayne County,19185,Noncore,18,94
01/06/2021,01/04/2020,01/02/2021,IA,Webster County,19187,Micropolitan,84,591
01/06/2021,01/04/2020,01/02/2021,IA,Winnebago County,19189,Noncore,17,101
01/06/2021,01/04/2020,01/02/2021,IA,Winneshiek County,19191,Noncore,17,157
01/06/2021,01/04/2020,01/02/2021,IA,Woodbury County,19193,Small metro,286,1437
01/06/2021,01/04/2020,01/02/2021,ID,Ada County,16001,Medium metro,400,4211
01/06/2021,01/04/2020,01/02/2021,ID,Bannock County,16005,Small metro,63,853
01/06/2021,01/04/2020,01/02/2021,ID,Bingham County,16011,Micropolitan,17,360
01/06/2021,01/04/2020,01/02/2021,ID,Bonneville County,16019,Small metro,134,1268
01/06/2021,01/04/2020,01/02/2021,ID,Canyon County,16027,Medium metro,166,1629
01/06/2021,01/04/2020,01/02/2021,ID,Idaho County,16049,Noncore,12,165
01/06/2021,01/04/2020,01/02/2021,ID,Kootenai County,16055,Small metro,116,1850
01/06/2021,01/04/2020,01/02/2021,ID,Madison County,16065,Micropolitan,12,210
01/06/2021,01/04/2020,01/02/2021,ID,Minidoka County,16067,Micropolitan,12,146
01/06/2021,01/04/2020,01/02/2021,ID,Nez Perce County,16069,Small metro,37,566
01/06/2021,01/04/2020,01/02/2021,ID,Owyhee County,16073,Medium metro,11,104
01/06/2021,01/04/2020,01/02/2021,ID,Shoshone County,16079,Noncore,18,126
01/06/2021,01/04/2020,01/02/2021,ID,Twin Falls County,16083,Micropolitan,153,1050
01/06/2021,01/04/2020,01/02/2021,IL,Adams County,17001,Micropolitan,116,1062
01/06/2021,01/04/2020,01/02/2021,IL,Boone County,17007,Medium metro,34,353
01/06/2021,01/04/2020,01/02/2021,IL,Bureau County,17011,Micropolitan,60,437
01/06/2021,01/04/2020,01/02/2021,IL,Carroll County,17015,Noncore,11,141
01/06/2021,01/04/2020,01/02/2021,IL,Cass County,17017,Noncore,20,95
01/06/2021,01/04/2020,01/02/2021,IL,Champaign County,17019,Small metro,142,1909
01/06/2021,01/04/2020,01/02/2021,IL,Christian County,17021,Micropolitan,35,347
01/06/2021,01/04/2020,01/02/2021,IL,Clark County,17023,Noncore,12,154
01/06/2021,01/04/2020,01/02/2021,IL,Clay County,17025,Noncore,16,137
01/06/2021,01/04/2020,01/02/2021,IL,Clinton County,17027,Large fringe metro,13,325
01/06/2021,01/04/2020,01/02/2021,IL,Coles County,17029,Micropolitan,73,633
01/06/2021,01/04/2020,01/02/2021,IL,Cook County,17031,Large central metro,7153,50022
01/06/2021,01/04/2020,01/02/2021,IL,Crawford County,17033,Noncore,18,161
01/06/2021,01/04/2020,01/02/2021,IL,Cumberland County,17035,Micropolitan,12,90
01/06/2021,01/04/2020,01/02/2021,IL,DeKalb County,17037,Large fringe metro,66,854
01/06/2021,01/04/2020,01/02/2021,IL,De Witt County,17039,Small metro,14,156
01/06/2021,01/04/2020,01/02/2021,IL,DuPage County,17043,Large fringe metro,864,7967
01/06/2021,01/04/2020,01/02/2021,IL,Edgar County,17045,Noncore,24,223
01/06/2021,01/04/2020,01/02/2021,IL,Effingham County,17049,Micropolitan,42,394
01/06/2021,01/04/2020,01/02/2021,IL,Fayette County,17051,Noncore,27,211
01/06/2021,01/04/2020,01/02/2021,IL,Ford County,17053,Small metro,18,224
01/06/2021,01/04/2020,01/02/2021,IL,Franklin County,17055,Noncore,19,351
01/06/2021,01/04/2020,01/02/2021,IL,Fulton County,17057,Micropolitan,15,458
01/06/2021,01/04/2020,01/02/2021,IL,Greene County,17061,Noncore,29,123
01/06/2021,01/04/2020,01/02/2021,IL,Grundy County,17063,Large fringe metro,45,473
01/06/2021,01/04/2020,01/02/2021,IL,Hancock County,17067,Micropolitan,16,191
01/06/2021,01/04/2020,01/02/2021,IL,Henry County,17073,Medium metro,28,471
01/06/2021,01/04/2020,01/02/2021,IL,Iroquois County,17075,Noncore,19,323
01/06/2021,01/04/2020,01/02/2021,IL,Jackson County,17077,Small metro,91,670
01/06/2021,01/04/2020,01/02/2021,IL,Jefferson County,17081,Micropolitan,82,636
01/06/2021,01/04/2020,01/02/2021,IL,Jersey County,17083,Large fringe metro,25,281
01/06/2021,01/04/2020,01/02/2021,IL,Jo Daviess County,17085,Noncore,12,208
01/06/2021,01/04/2020,01/02/2021,IL,Kane County,17089,Large fringe metro,521,3973
01/06/2021,01/04/2020,01/02/2021,IL,Kankakee County,17091,Small metro,137,1369
01/06/2021,01/04/2020,01/02/2021,IL,Knox County,17095,Micropolitan,105,748
01/06/2021,01/04/2020,01/02/2021,IL,Lake County,17097,Large fringe metro,613,5971
01/06/2021,01/04/2020,01/02/2021,IL,LaSalle County,17099,Micropolitan,127,1141
01/06/2021,01/04/2020,01/02/2021,IL,Lawrence County,17101,Noncore,11,126
01/06/2021,01/04/2020,01/02/2021,IL,Lee County,17103,Micropolitan,60,365
01/06/2021,01/04/2020,01/02/2021,IL,Livingston County,17105,Micropolitan,43,435
01/06/2021,01/04/2020,01/02/2021,IL,Logan County,17107,Micropolitan,23,338
01/06/2021,01/04/2020,01/02/2021,IL,McDonough County,17109,Micropolitan,42,303
01/06/2021,01/04/2020,01/02/2021,IL,McHenry County,17111,Large fringe metro,133,1804
01/06/2021,01/04/2020,01/02/2021,IL,McLean County,17113,Small metro,116,1442
01/06/2021,01/04/2020,01/02/2021,IL,Macon County,17115,Small metro,144,1415
01/06/2021,01/04/2020,01/02/2021,IL,Macoupin County,17117,Large fringe metro,32,480
01/06/2021,01/04/2020,01/02/2021,IL,Madison County,17119,Large fringe metro,257,2883
01/06/2021,01/04/2020,01/02/2021,IL,Marion County,17121,Micropolitan,58,533
01/06/2021,01/04/2020,01/02/2021,IL,Mason County,17125,Noncore,19,153
01/06/2021,01/04/2020,01/02/2021,IL,Massac County,17127,Micropolitan,20,191
01/06/2021,01/04/2020,01/02/2021,IL,Mercer County,17131,Medium metro,10,152
01/06/2021,01/04/2020,01/02/2021,IL,Monroe County,17133,Large fringe metro,18,214
01/06/2021,01/04/2020,01/02/2021,IL,Montgomery County,17135,Noncore,14,290
01/06/2021,01/04/2020,01/02/2021,IL,Morgan County,17137,Micropolitan,64,438
01/06/2021,01/04/2020,01/02/2021,IL,Ogle County,17141,Micropolitan,23,510
01/06/2021,01/04/2020,01/02/2021,IL,Peoria County,17143,Medium metro,349,3317
01/06/2021,01/04/2020,01/02/2021,IL,Perry County,17145,Noncore,31,212
01/06/2021,01/04/2020,01/02/2021,IL,Pike County,17149,Noncore,15,168
01/06/2021,01/04/2020,01/02/2021,IL,Randolph County,17157,Noncore,31,334
01/06/2021,01/04/2020,01/02/2021,IL,Richland County,17159,Noncore,31,263
01/06/2021,01/04/2020,01/02/2021,IL,Rock Island County,17161,Medium metro,187,1752
01/06/2021,01/04/2020,01/02/2021,IL,St. Clair County,17163,Large fringe metro,278,2745
01/06/2021,01/04/2020,01/02/2021,IL,Saline County,17165,Noncore,26,347
01/06/2021,01/04/2020,01/02/2021,IL,Sangamon County,17167,Small metro,262,2919
01/06/2021,01/04/2020,01/02/2021,IL,Schuyler County,17169,Noncore,10,102
01/06/2021,01/04/2020,01/02/2021,IL,Stark County,17175,Medium metro,10,68
01/06/2021,01/04/2020,01/02/2021,IL,Stephenson County,17177,Micropolitan,51,624
01/06/2021,01/04/2020,01/02/2021,IL,Tazewell County,17179,Medium metro,78,1101
01/06/2021,01/04/2020,01/02/2021,IL,Union County,17181,Noncore,13,202
01/06/2021,01/04/2020,01/02/2021,IL,Vermilion County,17183,Small metro,49,872
01/06/2021,01/04/2020,01/02/2021,IL,Warren County,17187,Noncore,11,175
01/06/2021,01/04/2020,01/02/2021,IL,Washington County,17189,Noncore,12,118
01/06/2021,01/04/2020,01/02/2021,IL,Wayne County,17191,Noncore,26,156
01/06/2021,01/04/2020,01/02/2021,IL,White County,17193,Noncore,13,171
01/06/2021,01/04/2020,01/02/2021,IL,Whiteside County,17195,Micropolitan,131,739
01/06/2021,01/04/2020,01/02/2021,IL,Will County,17197,Large fringe metro,567,5097
01/06/2021,01/04/2020,01/02/2021,IL,Williamson County,17199,Small metro,92,943
01/06/2021,01/04/2020,01/02/2021,IL,Winnebago County,17201,Medium metro,385,3706
01/06/2021,01/04/2020,01/02/2021,IL,Woodford County,17203,Medium metro,25,332
01/06/2021,01/04/2020,01/02/2021,IN,Adams County,18001,Micropolitan,22,276
01/06/2021,01/04/2020,01/02/2021,IN,Allen County,18003,Medium metro,571,5026
01/06/2021,01/04/2020,01/02/2021,IN,Bartholomew County,18005,Small metro,130,956
01/06/2021,01/04/2020,01/02/2021,IN,Boone County,18011,Large fringe metro,58,496
01/06/2021,01/04/2020,01/02/2021,IN,Cass County,18017,Micropolitan,45,367
01/06/2021,01/04/2020,01/02/2021,IN,Clark County,18019,Large fringe metro,85,1125
01/06/2021,01/04/2020,01/02/2021,IN,Clay County,18021,Small metro,15,232
01/06/2021,01/04/2020,01/02/2021,IN,Clinton County,18023,Micropolitan,18,339
01/06/2021,01/04/2020,01/02/2021,IN,Daviess County,18027,Micropolitan,38,325
01/06/2021,01/04/2020,01/02/2021,IN,Dearborn County,18029,Large fringe metro,52,427
01/06/2021,01/04/2020,01/02/2021,IN,Decatur County,18031,Micropolitan,39,283
01/06/2021,01/04/2020,01/02/2021,IN,De Kalb County,18033,Micropolitan,51,448
01/06/2021,01/04/2020,01/02/2021,IN,Delaware County,18035,Small metro,161,1676
01/06/2021,01/04/2020,01/02/2021,IN,Dubois County,18037,Micropolitan,35,505
01/06/2021,01/04/2020,01/02/2021,IN,Elkhart County,18039,Small metro,326,2071
01/06/2021,01/04/2020,01/02/2021,IN,Fayette County,18041,Micropolitan,20,211
01/06/2021,01/04/2020,01/02/2021,IN,Floyd County,18043,Large fringe metro,133,1184
01/06/2021,01/04/2020,01/02/2021,IN,Fulton County,18049,Noncore,21,213
01/06/2021,01/04/2020,01/02/2021,IN,Gibson County,18051,Noncore,25,245
01/06/2021,01/04/2020,01/02/2021,IN,Grant County,18053,Micropolitan,84,820
01/06/2021,01/04/2020,01/02/2021,IN,Greene County,18055,Noncore,46,271
01/06/2021,01/04/2020,01/02/2021,IN,Hamilton County,18057,Large fringe metro,243,2178
01/06/2021,01/04/2020,01/02/2021,IN,Hancock County,18059,Large fringe metro,58,664
01/06/2021,01/04/2020,01/02/2021,IN,Harrison County,18061,Large fringe metro,16,356
01/06/2021,01/04/2020,01/02/2021,IN,Hendricks County,18063,Large fringe metro,228,1696
01/06/2021,01/04/2020,01/02/2021,IN,Henry County,18065,Micropolitan,27,498
01/06/2021,01/04/2020,01/02/2021,IN,Howard County,18067,Small metro,101,1150
01/06/2021,01/04/2020,01/02/2021,IN,Jackson County,18071,Micropolitan,49,478
01/06/2021,01/04/2020,01/02/2021,IN,Jasper County,18073,Large fringe metro,14,269
01/06/2021,01/04/2020,01/02/2021,IN,Jefferson County,18077,Micropolitan,19,342
01/06/2021,01/04/2020,01/02/2021,IN,Johnson County,18081,Large fringe metro,136,1263
01/06/2021,01/04/2020,01/02/2021,IN,Knox County,18083,Micropolitan,90,590
01/06/2021,01/04/2020,01/02/2021,IN,Kosciusko County,18085,Micropolitan,35,617
01/06/2021,01/04/2020,01/02/2021,IN,Lagrange County,18087,Noncore,33,234
01/06/2021,01/04/2020,01/02/2021,IN,Lake County,18089,Large fringe metro,738,6672
01/06/2021,01/04/2020,01/02/2021,IN,La Porte County,18091,Small metro,130,1304
01/06/2021,01/04/2020,01/02/2021,IN,Lawrence County,18093,Micropolitan,46,457
01/06/2021,01/04/2020,01/02/2021,IN,Madison County,18095,Large fringe metro,162,1517
01/06/2021,01/04/2020,01/02/2021,IN,Marion County,18097,Large central metro,1317,11523
01/06/2021,01/04/2020,01/02/2021,IN,Marshall County,18099,Micropolitan,58,483
01/06/2021,01/04/2020,01/02/2021,IN,Miami County,18103,Micropolitan,12,318
01/06/2021,01/04/2020,01/02/2021,IN,Monroe County,18105,Small metro,123,1417
01/06/2021,01/04/2020,01/02/2021,IN,Montgomery County,18107,Micropolitan,29,354
01/06/2021,01/04/2020,01/02/2021,IN,Morgan County,18109,Large fringe metro,48,600
01/06/2021,01/04/2020,01/02/2021,IN,Newton County,18111,Large fringe metro,19,131
01/06/2021,01/04/2020,01/02/2021,IN,Noble County,18113,Micropolitan,36,394
01/06/2021,01/04/2020,01/02/2021,IN,Orange County,18117,Noncore,18,173
01/06/2021,01/04/2020,01/02/2021,IN,Owen County,18119,Small metro,13,192
01/06/2021,01/04/2020,01/02/2021,IN,Perry County,18123,Noncore,19,178
01/06/2021,01/04/2020,01/02/2021,IN,Pike County,18125,Micropolitan,19,127
01/06/2021,01/04/2020,01/02/2021,IN,Porter County,18127,Large fringe metro,154,1755
01/06/2021,01/04/2020,01/02/2021,IN,Pulaski County,18131,Noncore,19,139
01/06/2021,01/04/2020,01/02/2021,IN,Putnam County,18133,Large fringe metro,20,341
01/06/2021,01/04/2020,01/02/2021,IN,Ripley County,18137,Noncore,30,307
01/06/2021,01/04/2020,01/02/2021,IN,St. Joseph County,18141,Medium metro,343,3332
01/06/2021,01/04/2020,01/02/2021,IN,Scott County,18143,Large fringe metro,13,280
01/06/2021,01/04/2020,01/02/2021,IN,Shelby County,18145,Large fringe metro,62,477
01/06/2021,01/04/2020,01/02/2021,IN,Starke County,18149,Noncore,16,200
01/06/2021,01/04/2020,01/02/2021,IN,Sullivan County,18153,Small metro,13,189
01/06/2021,01/04/2020,01/02/2021,IN,Tippecanoe County,18157,Small metro,131,1625
01/06/2021,01/04/2020,01/02/2021,IN,Tipton County,18159,Noncore,27,169
01/06/2021,01/04/2020,01/02/2021,IN,Vanderburgh County,18163,Medium metro,335,2989
01/06/2021,01/04/2020,01/02/2021,IN,Vermillion County,18165,Small metro,14,164
01/06/2021,01/04/2020,01/02/2021,IN,Vigo County,18167,Small metro,187,1640
01/06/2021,01/04/2020,01/02/2021,IN,Wabash County,18169,Micropolitan,29,433
01/06/2021,01/04/2020,01/02/2021,IN,Warrick County,18173,Medium metro,149,1094
01/06/2021,01/04/2020,01/02/2021,IN,Wayne County,18177,Micropolitan,162,1205
01/06/2021,01/04/2020,01/02/2021,IN,Wells County,18179,Medium metro,34,301
01/06/2021,01/04/2020,01/02/2021,IN,White County,18181,Noncore,14,228
01/06/2021,01/04/2020,01/02/2021,IN,Whitley County,18183,Medium metro,14,285
01/06/2021,01/04/2020,01/02/2021,KS,Barton County,20009,Micropolitan,15,262
01/06/2021,01/04/2020,01/02/2021,KS,Brown County,20013,Noncore,17,122
01/06/2021,01/04/2020,01/02/2021,KS,Butler County,20015,Medium metro,22,634
01/06/2021,01/04/2020,01/02/2021,KS,Clay County,20027,Noncore,11,96
01/06/2021,01/04/2020,01/02/2021,KS,Cloud County,20029,Noncore,17,123
01/06/2021,01/04/2020,01/02/2021,KS,Cowley County,20035,Micropolitan,35,363
01/06/2021,01/04/2020,01/02/2021,KS,Crawford County,20037,Micropolitan,49,500
01/06/2021,01/04/2020,01/02/2021,KS,Dickinson County,20041,Noncore,15,195
01/06/2021,01/04/2020,01/02/2021,KS,Douglas County,20045,Small metro,46,820
01/06/2021,01/04/2020,01/02/2021,KS,Ellis County,20051,Micropolitan,87,428
01/06/2021,01/04/2020,01/02/2021,KS,Ellsworth County,20053,Noncore,13,80
01/06/2021,01/04/2020,01/02/2021,KS,Finney County,20055,Micropolitan,56,291
01/06/2021,01/04/2020,01/02/2021,KS,Ford County,20057,Micropolitan,36,264
01/06/2021,01/04/2020,01/02/2021,KS,Franklin County,20059,Micropolitan,14,224
01/06/2021,01/04/2020,01/02/2021,KS,Geary County,20061,Micropolitan,12,154
01/06/2021,01/04/2020,01/02/2021,KS,Gove County,20063,Noncore,18,51
01/06/2021,01/04/2020,01/02/2021,KS,Harper County,20077,Noncore,10,81
01/06/2021,01/04/2020,01/02/2021,KS,Harvey County,20079,Medium metro,29,420
01/06/2021,01/04/2020,01/02/2021,KS,Jefferson County,20087,Small metro,16,138
01/06/2021,01/04/2020,01/02/2021,KS,Johnson County,20091,Large fringe metro,466,4711
01/06/2021,01/04/2020,01/02/2021,KS,Labette County,20099,Micropolitan,12,233
01/06/2021,01/04/2020,01/02/2021,KS,Leavenworth County,20103,Large fringe metro,18,501
01/06/2021,01/04/2020,01/02/2021,KS,Lyon County,20111,Micropolitan,40,269
01/06/2021,01/04/2020,01/02/2021,KS,McPherson County,20113,Micropolitan,23,352
01/06/2021,01/04/2020,01/02/2021,KS,Marshall County,20117,Noncore,21,108
01/06/2021,01/04/2020,01/02/2021,KS,Montgomery County,20125,Micropolitan,24,360
01/06/2021,01/04/2020,01/02/2021,KS,Nemaha County,20131,Noncore,38,171
01/06/2021,01/04/2020,01/02/2021,KS,Ness County,20135,Noncore,11,47
01/06/2021,01/04/2020,01/02/2021,KS,Norton County,20137,Noncore,23,74
01/06/2021,01/04/2020,01/02/2021,KS,Phillips County,20147,Noncore,10,58
01/06/2021,01/04/2020,01/02/2021,KS,Pratt County,20151,Noncore,18,117
01/06/2021,01/04/2020,01/02/2021,KS,Reno County,20155,Micropolitan,98,834
01/06/2021,01/04/2020,01/02/2021,KS,Riley County,20161,Small metro,16,448
01/06/2021,01/04/2020,01/02/2021,KS,Rooks County,20163,Noncore,10,48
01/06/2021,01/04/2020,01/02/2021,KS,Saline County,20169,Micropolitan,71,714
01/06/2021,01/04/2020,01/02/2021,KS,Sedgwick County,20173,Medium metro,541,6291
01/06/2021,01/04/2020,01/02/2021,KS,Seward County,20175,Micropolitan,30,159
01/06/2021,01/04/2020,01/02/2021,KS,Shawnee County,20177,Small metro,281,2547
01/06/2021,01/04/2020,01/02/2021,KS,Sumner County,20191,Medium metro,12,228
01/06/2021,01/04/2020,01/02/2021,KS,Wyandotte County,20209,Large fringe metro,275,2173
01/06/2021,01/04/2020,01/02/2021,KY,Barren County,21009,Micropolitan,72,624
01/06/2021,01/04/2020,01/02/2021,KY,Bell County,21013,Micropolitan,16,296
01/06/2021,01/04/2020,01/02/2021,KY,Boone County,21015,Large fringe metro,19,798
01/06/2021,01/04/2020,01/02/2021,KY,Boyd County,21019,Medium metro,102,1159
01/06/2021,01/04/2020,01/02/2021,KY,Boyle County,21021,Micropolitan,60,540
01/06/2021,01/04/2020,01/02/2021,KY,Caldwell County,21033,Noncore,10,126
01/06/2021,01/04/2020,01/02/2021,KY,Calloway County,21035,Micropolitan,24,381
01/06/2021,01/04/2020,01/02/2021,KY,Campbell County,21037,Large fringe metro,114,816
01/06/2021,01/04/2020,01/02/2021,KY,Casey County,21045,Noncore,13,152
01/06/2021,01/04/2020,01/02/2021,KY,Christian County,21047,Medium metro,36,549
01/06/2021,01/04/2020,01/02/2021,KY,Clark County,21049,Medium metro,15,341
01/06/2021,01/04/2020,01/02/2021,KY,Daviess County,21059,Small metro,126,1383
01/06/2021,01/04/2020,01/02/2021,KY,Fayette County,21067,Medium metro,250,5117
01/06/2021,01/04/2020,01/02/2021,KY,Floyd County,21071,Noncore,30,456
01/06/2021,01/04/2020,01/02/2021,KY,Franklin County,21073,Micropolitan,27,557
01/06/2021,01/04/2020,01/02/2021,KY,Graves County,21083,Micropolitan,58,437
01/06/2021,01/04/2020,01/02/2021,KY,Grayson County,21085,Noncore,14,267
01/06/2021,01/04/2020,01/02/2021,KY,Hardin County,21093,Small metro,66,1144
01/06/2021,01/04/2020,01/02/2021,KY,Henderson County,21101,Medium metro,29,488
01/06/2021,01/04/2020,01/02/2021,KY,Hopkins County,21107,Micropolitan,75,739
01/06/2021,01/04/2020,01/02/2021,KY,Jefferson County,21111,Large central metro,923,11185
01/06/2021,01/04/2020,01/02/2021,KY,Jessamine County,21113,Medium metro,22,323
01/06/2021,01/04/2020,01/02/2021,KY,Kenton County,21117,Large fringe metro,77,1776
01/06/2021,01/04/2020,01/02/2021,KY,Knox County,21121,Micropolitan,17,285
01/06/2021,01/04/2020,01/02/2021,KY,Laurel County,21125,Micropolitan,23,674
01/06/2021,01/04/2020,01/02/2021,KY,Lee County,21129,Noncore,10,100
01/06/2021,01/04/2020,01/02/2021,KY,McCracken County,21145,Micropolitan,118,1359
01/06/2021,01/04/2020,01/02/2021,KY,Madison County,21151,Micropolitan,22,803
01/06/2021,01/04/2020,01/02/2021,KY,Marion County,21155,Noncore,17,186
01/06/2021,01/04/2020,01/02/2021,KY,Mason County,21161,Micropolitan,19,338
